yahooId,name,team,position,status,injuryType,depthChart,rawPlayerText
40959,Tip Reiman,ARI,TE,PUP,Ankle,Ari,Tip ReimanPUP-PPlayer Note Ari - TE Sun 4:25 pm @ LAC
42982,Kaidon Salter,TEN,QB,NA,,Ten,Kaidon SalterNANo new player Notes Ten - QB Sun 1:00 pm vs NYJ
32871,James Proche II,TEN,WR,NA,,Ten,James Proche IINANo new player Notes Ten - WR Sun 1:00 pm vs NYJ
32798,Gabe Davis,BUF,WR,NA,Knee - ACL,Buf,Gabe DavisNANo new player Notes Buf - WR Sun 1:00 pm @ Hou
42274,Bryce Pierre,CAR,TE,NA,,Car,Bryce PierreNANo new player Notes Car - TE Sun 1:00 pm vs Chi
32943,Andre Baccellia,ARI,WR,NA,,Ari,Andre BaccelliaNANo new player Notes Ari - WR Sun 4:25 pm @ LAC
42975,Marcus Burke,TEN,WR,NA,,Ten,Marcus BurkeNANo new player Notes Ten - WR Sun 1:00 pm vs NYJ
7777,Marcedes Lewis,DEN,TE,NA,,Den,Marcedes LewisNANo new player Notes Den - TE Mon 8:15 pm @ KC
42957,Alex Bullock,JAX,WR,NA,Undisclosed,Jax,Alex BullockNANo new player Notes Jax - WR Sun 1:00 pm vs Cle
40445,Malik Heath,ATL,WR,NA,,Atl,Malik HeathNANo new player Notes Atl - WR Sun 1:00 pm @ Pit
42403,Deion Hankins,CHI,RB,NA,,Chi,Deion HankinsNANo new player Notes Chi - RB Sun 1:00 pm @ Car
32736,Antonio Gibson,NE,RB,NA,Knee - ACL,NE,Antonio GibsonNANo new player Notes NE - RB Wed 8:20 pm @ Sea
32785,Harrison Bryant,HOU,TE,NA,Undisclosed,Hou,Harrison BryantNANo new player Notes Hou - TE Sun 1:00 pm vs Buf
42167,Jalin Conyers,MIA,TE,NA,,Mia,Jalin ConyersNANo new player Notes Mia - TE Sun 4:25 pm @ LV
43035,Chamon Metayer,CAR,TE,NA,,Car,Chamon MetayerNANo new player Notes Car - TE Sun 1:00 pm vs Chi
43022,Kobe Prentice,NE,WR,NA,,NE,Kobe PrenticeNANo new player Notes NE - WR Wed 8:20 pm @ Sea
42326,Mario Williams,LAR,WR,NA,Undisclosed,LAR,Mario WilliamsNAPlayer Note LAR - WR Thu 8:35 pm vs SF
40267,Kenny McIntosh,SEA,RB,NA,,Sea,Kenny McIntoshNANo new player Notes Sea - RB Wed 8:20 pm vs NE
42351,Tyrone Broden,SEA,WR,NA,Undisclosed,Sea,Tyrone BrodenNANo new player Notes Sea - WR Wed 8:20 pm vs NE
40263,Colton Dowell,SF,WR,NA,,SF,Colton DowellNANo new player Notes SF - WR Thu 8:35 pm @ LAR
42173,Montrell Johnson Jr.,CAR,RB,NA,,Car,Montrell Johnson Jr.NAPlayer Note Car - RB Sun 1:00 pm vs Chi
33101,Sean McKeon,IND,TE,NA,Undisclosed,Ind,Sean McKeonNAPlayer Note Ind - TE Sun 1:00 pm vs Bal
34030,Desmond Ridder,GB,QB,NA,,GB,Desmond RidderNANo new player Notes GB - QB Sun 4:25 pm @ Min
43004,Jake Retzlaff,SEA,QB,NA,,Sea,Jake RetzlaffNANo new player Notes Sea - QB Wed 8:20 pm vs NE
32722,Cam Akers,SEA,RB,NA,,Sea,Cam AkersNANo new player Notes Sea - RB Wed 8:20 pm vs NE
42290,Gee Scott,NE,WR,NA,Undisclosed,NE,Gee ScottNANo new player Notes NE - WR Wed 8:20 pm @ Sea
43001,Diego Pavia,BAL,QB,NA,,Bal,Diego PaviaNANo new player Notes Bal - QB Sun 1:00 pm @ Ind
42998,Malik Rutherford,ATL,WR,NA,,Atl,Malik RutherfordNANo new player Notes Atl - WR Sun 1:00 pm @ Pit
42991,Noah Short,TB,WR,NA,,TB,Noah ShortNANo new player Notes TB - WR Sun 1:00 pm @ Cin
40958,Trey Benson,ARI,RB,NA,Knee,Ari,Trey BensonNANew Player Note Ari - RB Sun 4:25 pm @ LAC
40676,Ryan Miller,NYG,WR,NA,,NYG,Ryan MillerNANew Player Note NYG - WR Sun 8:20 pm vs Dal
34625,Tucker Fisk,LAC,TE,NA,,LAC,Tucker FiskNANo new player Notes LAC - TE Sun 4:25 pm vs Ari
34169,John FitzPatrick,GB,TE,NA,Achilles,GB,John FitzPatrickNANo new player Notes GB - TE Sun 4:25 pm @ Min
42205,Seth Henigan,IND,QB,NA,,Ind,Seth HeniganNANo new player Notes Ind - QB Sun 1:00 pm vs Bal
33813,DJ Turner,LV,WR,NA,Undisclosed,LV,DJ TurnerNANo new player Notes LV - WR Sun 4:25 pm vs Mia
42880,Jeff Caldwell,KC,WR,NA,Knee,KC,Jeff CaldwellNAPlayer Note KC - WR Mon 8:15 pm vs Den
40570,Deneric Prince,NE,RB,NA,,NE,Deneric PrinceNANo new player Notes NE - RB Wed 8:20 pm @ Sea
42622,Damien Alford,NO,WR,NA,Undisclosed,NO,Damien AlfordNANo new player Notes NO - WR Sun 1:00 pm @ Det
34112,Jerome Ford,WAS,RB,NA,Hamstring,Was,Jerome FordNANew Player Note Was - RB Sun 4:25 pm @ Phi
43051,TJ Harden,SEA,RB,NA,,Sea,TJ HardenNAPlayer Note Sea - RB Wed 8:20 pm vs NE
34158,Michael Woods II,DEN,WR,NA,Leg,Den,Michael Woods IINANo new player Notes Den - WR Mon 8:15 pm @ KC
33932,Sal Cannella,CLE,TE,NA,,Cle,Sal CannellaNANo new player Notes Cle - TE Sun 1:00 pm @ Jax
34157,Keaontay Ingram,KC,RB,NA,,KC,Keaontay IngramNANo new player Notes KC - RB Mon 8:15 pm vs Den
33705,Kenny Yeboah,ARI,TE,NA,Hamstring,Ari,Kenny YeboahNAPlayer Note Ari - TE Sun 4:25 pm @ LAC
40631,Jordan Mims,TEN,RB,NA,,Ten,Jordan MimsNANo new player Notes Ten - RB Sun 1:00 pm vs NYJ
42060,Hal Presley III,KC,WR,NA,,KC,Hal Presley IIINANo new player Notes KC - WR Mon 8:15 pm vs Den
34118,Montrell Washington,NYG,WR,NA,,NYG,Montrell WashingtonNANo new player Notes NYG - WR Sun 8:20 pm vs Dal
42041,Luke Lachey,HOU,TE,NA,Foot,Hou,Luke LacheyNANo new player Notes Hou - TE Sun 1:00 pm vs Buf
40643,Travis Vokolek,ARI,TE,NA,,Ari,Travis VokolekNANo new player Notes Ari - TE Sun 4:25 pm @ LAC
42883,Chandler Morris,TB,QB,NA,,TB,Chandler MorrisNANo new player Notes TB - QB Sun 1:00 pm @ Cin
42885,Dae'Quan Wright,CLE,TE,NA,,Cle,Dae'Quan WrightNAPlayer Note Cle - TE Sun 1:00 pm @ Jax
42938,Luke Wysong,MIN,WR,NA,Undisclosed,Min,Luke WysongNANo new player Notes Min - WR Sun 4:25 pm vs GB
42460,ShunDerrick Powell,PHI,RB,NA,,Phi,ShunDerrick PowellNANo new player Notes Phi - RB Sun 4:25 pm vs Was
33582,Elijah Mitchell,KC,RB,NA,Undisclosed,KC,Elijah MitchellNANo new player Notes KC - RB Mon 8:15 pm vs Den
33349,Kristian Wilkerson,ATL,WR,NA,,Atl,Kristian WilkersonNAPlayer Note Atl - WR Sun 1:00 pm @ Pit
40242,A.T. Perry,DEN,WR,NA,,Den,A.T. PerryNAPlayer Note Den - WR Mon 8:15 pm @ KC
34579,Jalen Virgil,ARI,WR,NA,Undisclosed,Ari,Jalen VirgilNANo new player Notes Ari - WR Sun 4:25 pm @ LAC
40914,Ja'Lynn Polk,NO,WR,NA,Undisclosed,NO,Ja'Lynn PolkNANo new player Notes NO - WR Sun 1:00 pm @ Det
42917,Shaleak Knotts,MIN,WR,NA,,Min,Shaleak KnottsNANo new player Notes Min - WR Sun 4:25 pm vs GB
42912,Kejon Owens,MIN,RB,NA,Illness,Min,Kejon OwensNANo new player Notes Min - RB Sun 4:25 pm vs GB
42482,Ja'Corey Brooks,WAS,WR,NA,Undisclosed,Was,Ja'Corey BrooksNANo new player Notes Was - WR Sun 4:25 pm @ Phi
42214,Ja'Quinden Jackson,PHI,RB,NA,Undisclosed,Phi,Ja'Quinden JacksonNAPlayer Note Phi - RB Sun 4:25 pm vs Was
40529,Bryce Ford-Wheaton,NYG,WR,NA,Achilles,NYG,Bryce Ford-WheatonNANo new player Notes NYG - WR Sun 8:20 pm vs Dal
42900,Kyron Drones,GB,QB,NA,,GB,Kyron DronesNAPlayer Note GB - QB Sun 4:25 pm @ Min
42151,Traeshon Holden,DAL,WR,NA,,Dal,Traeshon HoldenNAPlayer Note Dal - WR Sun 8:20 pm @ NYG
42893,Sawyer Robertson,LV,QB,NA,,LV,Sawyer RobertsonNANo new player Notes LV - QB Sun 4:25 pm vs Mia
42890,Le'Veon Moss,MIA,RB,NA,Undisclosed,Mia,Le'Veon MossNANo new player Notes Mia - RB Sun 4:25 pm @ LV
33444,Dee Eskridge,MIA,WR,NA,,Mia,Dee EskridgeNANo new player Notes Mia - WR Sun 4:25 pm @ LV
40188,Clayton Tune,GB,QB,NA,,GB,Clayton TuneNANo new player Notes GB - QB Sun 4:25 pm @ Min
42100,Bryson Green,ARI,WR,NA,,Ari,Bryson GreenNANo new player Notes Ari - WR Sun 4:25 pm @ LAC
42978,Trent Battle,ATL,RB,NA,,Atl,Trent BattleNANo new player Notes Atl - RB Sun 1:00 pm @ Pit
30571,Anthony Firkser,DET,TE,NA,Leg,Det,Anthony FirkserNANo new player Notes Det - TE Sun 1:00 pm vs NO
43391,Stone Eby,DEN,TE,NA,,Den,Stone EbyNANo new player Notes Den - TE Mon 8:15 pm @ KC
30161,Joe Mixon,HOU,RB,NA,Foot,Hou,Joe MixonNANo new player Notes Hou - RB Sun 1:00 pm vs Buf
43193,Jalen Walthall,NYJ,WR,NA,Undisclosed,NYJ,Jalen WalthallNANo new player Notes NYJ - WR Sun 1:00 pm @ Ten
43192,Sean Brown,DEN,WR,NA,,Den,Sean BrownNANo new player Notes Den - WR Mon 8:15 pm @ KC
43187,Coleman Bennett,CHI,RB,NA,,Chi,Coleman BennettNAPlayer Note Chi - RB Sun 1:00 pm @ Car
30153,Curtis Samuel,BUF,WR,NA,,Buf,Curtis SamuelNANo new player Notes Buf - WR Sun 1:00 pm @ Hou
43185,Desmond Reid,BUF,RB,NA,Undisclosed,Buf,Desmond ReidNANo new player Notes Buf - RB Sun 1:00 pm @ Hou
43376,Le'Meke Brockington,ATL,WR,NA,Undisclosed,Atl,Le'Meke BrockingtonNAPlayer Note Atl - WR Sun 1:00 pm @ Pit
43379,Brandon Frazier,ATL,TE,NA,,Atl,Brandon FrazierNANo new player Notes Atl - TE Sun 1:00 pm @ Pit
41135,John Rhys Plumlee,PIT,WR,NA,,Pit,John Rhys PlumleeNANo new player Notes Pit - WR Sun 1:00 pm vs Atl
31803,John Wolford,MIN,QB,NA,,Min,John WolfordNANo new player Notes Min - QB Sun 4:25 pm vs GB
30175,JuJu Smith-Schuster,NYG,WR,NA,Knee,NYG,JuJu Smith-SchusterNAVideo ForecastPlayer Note NYG - WR Sun 8:20 pm vs Dal
43168,Kevorian Barnes,NYG,RB,NA,,NYG,Kevorian BarnesNANo new player Notes NYG - RB Sun 8:20 pm vs Dal
29441,Jeff Driskel,WAS,QB,NA,,Was,Jeff DriskelNANo new player Notes Was - QB Sun 4:25 pm @ Phi
43166,Mekhi Mews,NO,WR,NA,,NO,Mekhi MewsNANo new player Notes NO - WR Sun 1:00 pm @ Det
43165,Caullin Lacy,NYJ,WR,NA,Undisclosed,NYJ,Caullin LacyNAPlayer Note NYJ - WR Sun 1:00 pm @ Ten
43392,Julius Davis,DEN,RB,NA,,Den,Julius DavisNANo new player Notes Den - RB Mon 8:15 pm @ KC
29399,Tyreek Hill,MIA,WR,NA,Knee - ACL,Mia,Tyreek HillNAPlayer Note Mia - WR Sun 4:25 pm @ LV
43402,E.J. Warner,DEN,QB,NA,,Den,E.J. WarnerNANo new player Notes Den - QB Mon 8:15 pm @ KC
43158,DT Sheffield,NYJ,WR,NA,Undisclosed,NYJ,DT SheffieldNAPlayer Note NYJ - WR Sun 1:00 pm @ Ten
43406,Trent Howland,DEN,RB,NA,,Den,Trent HowlandNANo new player Notes Den - RB Mon 8:15 pm @ KC
31885,Miles Sanders,DAL,RB,NA,,Dal,Miles SandersNANo new player Notes Dal - RB Sun 8:20 pm @ NYG
31104,Chase Edmonds,WAS,RB,NA,,Was,Chase EdmondsNANo new player Notes Was - RB Sun 4:25 pm @ Phi
41226,Isaiah Wooden,LAC,WR,NA,,LAC,Isaiah WoodenNANo new player Notes LAC - WR Sun 4:25 pm vs Ari
31891,Parris Campbell,DAL,WR,NA,Undisclosed,Dal,Parris CampbellNANo new player Notes Dal - WR Sun 8:20 pm @ NYG
30423,Austin Ekeler,WAS,RB,NA,,Was,Austin EkelerNANo new player Notes Was - RB Sun 4:25 pm @ Phi
30614,Taysom Hill,NO,TE,NA,,NO,Taysom HillNANo new player Notes NO - TE Sun 1:00 pm @ Det
43287,Jonathan Brady,LV,WR,NA,,LV,Jonathan BradyNANo new player Notes LV - WR Sun 4:25 pm vs Mia
41275,Lawrence Keys,BUF,WR,NA,Leg,Buf,Lawrence KeysNANo new player Notes Buf - WR Sun 1:00 pm @ Hou
30955,River Cracraft,WAS,WR,NA,Undisclosed,Was,River CracraftNAPlayer Note Was - WR Sun 4:25 pm @ Phi
43329,Jordon Vaughn,IND,RB,NA,,Ind,Jordon VaughnNANo new player Notes Ind - RB Sun 1:00 pm vs Bal
43052,Aaron Anderson,CLE,WR,NA,Undisclosed,Cle,Aaron AndersonNANo new player Notes Cle - WR Sun 1:00 pm @ Jax
43331,Jackson Acker,BUF,RB,NA,,Buf,Jackson AckerNAPlayer Note Buf - RB Sun 1:00 pm @ Hou
43333,Gabriel Benyard,CAR,WR,NA,,Car,Gabriel BenyardNANo new player Notes Car - WR Sun 1:00 pm vs Chi
43339,Lincoln Pare,IND,RB,NA,Undisclosed,Ind,Lincoln PareNANo new player Notes Ind - RB Sun 1:00 pm vs Bal
30352,Noah Brown,LV,WR,NA,,LV,Noah BrownNANew Player Note LV - WR Sun 4:25 pm vs Mia
31090,Will Dissly,LAC,TE,NA,,LAC,Will DisslyNANo new player Notes LAC - TE Sun 4:25 pm vs Ari
31005,Nick Chubb,HOU,RB,NA,,Hou,Nick ChubbNAPlayer Note Hou - RB Sun 1:00 pm vs Buf
30290,Trent Taylor,SF,WR,NA,,SF,Trent TaylorNANo new player Notes SF - WR Thu 8:35 pm @ LAR
43349,Squirrel White,CHI,WR,NA,Undisclosed,Chi,Squirrel WhiteNANo new player Notes Chi - WR Sun 1:00 pm @ Car
30284,Nathan Peterman,ATL,QB,NA,,Atl,Nathan PetermanNANo new player Notes Atl - QB Sun 1:00 pm @ Pit
41234,Michael Wiley,TB,RB,NA,,TB,Michael WileyNAPlayer Note TB - RB Sun 1:00 pm @ Cin
43239,DeShawn Hanika,IND,TE,NA,,Ind,DeShawn HanikaNANo new player Notes Ind - TE Sun 1:00 pm vs Bal
30230,Josh Reynolds,NYJ,WR,NA,,NYJ,Josh ReynoldsNAPlayer Note NYJ - WR Sun 1:00 pm @ Ten
30213,Jonnu Smith,PIT,TE,NA,,Pit,Jonnu SmithNANo new player Notes Pit - TE Sun 1:00 pm vs Atl
