yahooId,name,team,position,status,injuryType,gp,bye,fanPts,preSeasonRank,actualRank,percentRostered,rushAtt,targets,receptions,rushYds,recYds,rushTd,recTd,fortyYdRush,fortyYdRec
33774,Brock Wright,DET,TE,,,1,6,2.03,2059,346,0,0,1.5,1.1,0,10.4,0,0.1,0,0
30161,Joe Mixon,HOU,RB,NA,Foot,0,8,0,2060,1005,1,0,0,0,0,0,0,0,0,0
32523,Greg Dortch,DET,WR,,,1,6,2.33,2061,369,0,0.3,1.4,1,1.6,10.1,0,0.1,0,0
31005,Nick Chubb,HOU,RB,NA,,0,8,0,2062,746,0,0,0,0,0,0,0,0,0,0
34709,KaVontae Turpin,DAL,WR,,,1,14,3.5,2063,271,3,0.9,1.7,1,7.5,13.3,0,0.1,0,0
8795,Joe Flacco,CIN,QB,,,1,6,0.92,2066,470,1,0.1,0,0,0.2,0,0,0,0,0
29274,Sterling Shepard,HOU,WR,,,0,8,0,2067,829,0,0,0,0,0,0,0,0,0,0
32123,Olamide Zaccheaus,ATL,WR,,,1,11,2.69,2069,302,0,0.2,2.5,1.3,0.7,13.6,0,0.1,0,0
34242,Kevin Austin Jr.,NO,WR,,,1,8,0.6,2070,456,0,0,0.5,0.3,0.1,2.9,0,0,0,0
40093,Cedric Tillman,CLE,WR,Q,Undisclosed,1,11,0.99,2071,430,0,0,0.7,0.5,0,5.6,0,0,0,0
31885,Miles Sanders,DAL,RB,NA,,0,14,0,2072,894,0,0,0,0,0,0,0,0,0,0
31257,Tanner Hudson,CIN,TE,,,1,6,1.23,2073,428,0,0,0.8,0.6,0,5.7,0,0.1,0,0
40905,J.J. McCarthy,MIN,QB,Q,Undisclosed,1,6,0.91,2074,484,1,0.2,0,0,0.7,0,0,0,0,0
40995,Ja'Tavion Sanders,CAR,TE,,,1,5,1.98,2075,312,0,0,1.2,1.1,0,9,0,0.1,0,0
40991,Devontez Walker,BAL,WR,,,1,13,2.56,2076,364,0,0,1.5,0.9,0.2,15.3,0,0.1,0,0
42030,Tez Johnson,TB,WR,Q,Groin,1,10,2.17,2077,342,0,0.2,1.4,0.9,0.7,10.9,0,0.1,0,0
34068,Daniel Bellinger,TEN,TE,,,1,9,3.01,2078,363,0,0,2.2,1.5,0,16.7,0,0.1,0,0
31981,Hunter Renfrow,CAR,WR,NA,,0,5,0,2079,929,0,0,0,0,0,0,0,0,0,0
33471,Tommy Tremble,CAR,TE,,,1,5,1.86,2080,377,0,0,1.6,1,0,9.4,0,0.1,0,0
32798,Gabe Davis,BUF,WR,NA,Knee - ACL,0,7,0,2081,637,0,0,0,0,0,0,0,0,0,0
33999,John Metchie III,CAR,WR,,,1,5,2.06,2082,381,0,0.1,1.7,1.1,0.3,10.6,0,0.1,0,0
33469,Hunter Long,JAX,TE,,,0,7,0.32,2084,544,0,0,0.2,0.1,0,0.9,0,0,0,0
41959,Jackson Hawes,BUF,TE,,,1,7,1.59,2085,395,0,0,1.2,0.8,0,8.6,0,0.1,0,0
33403,Mac Jones,SF,QB,,,1,8,0.75,2087,491,1,0.1,0,0,0.3,0,0,0,0,0
32775,Adam Trautman,DEN,TE,,,1,10,1.87,2088,373,0,0,1.5,1,0,9.9,0,0.1,0,0
26650,DeAndre Hopkins,BAL,WR,NA,,0,13,0,2089,633,0,0,0,0,0,0,0,0,0,0
31127,Tyler Conklin,DET,TE,,,1,6,0.26,2090,570,0,0,0.2,0.2,0,1.6,0,0,0,0
29360,Demarcus Robinson,SF,WR,,,1,8,1.78,2091,411,0,0,1.2,0.7,0.1,9.9,0,0.1,0,0
32494,Lil'Jordan Humphrey,DEN,WR,,,1,10,1.15,2093,503,0,0,0.8,0.5,0,6,0,0,0,0
33550,Noah Gray,KC,TE,,,1,5,2.66,2094,314,0,0,2.4,1.5,0,14.1,0,0.1,0,0
32727,Van Jefferson,WAS,WR,,,1,7,0.08,2095,370,0,0,0.1,0,0,0.5,0,0,0,0
41949,Mitchell Evans,CAR,TE,,,1,5,1.4,2096,378,0,0,0.6,0.7,0.1,7.1,0,0.1,0,0
42400,Jahdae Walker,CHI,WR,,,1,10,1.78,2097,367,0,0,1.3,0.7,0,9.6,0,0.1,0,0
40164,Davis Allen,LAR,TE,Q,Quadriceps,1,11,0.88,2098,479,0,0,0.6,0.5,0,4.4,0,0,0,0
40931,Ben Sinnott,WAS,TE,,,1,7,1.48,2099,386,0,0,1,0.8,0.1,7.6,0,0.1,0,0
29631,Kalif Raymond,CHI,WR,,,1,10,2.37,2100,332,0,0.1,1.8,1.1,0.8,12.6,0,0.1,0,0
32831,Tyler Johnson,DAL,WR,,,1,14,0.17,2101,602,0,0,0.1,0.1,0,0.9,0,0,0,0
30511,Tim Patrick,NYJ,WR,,,1,13,0.8,2102,1074,0,0,0.5,0.3,0,4.1,0,0,0,0
40226,Elijah Higgins,ARI,TE,Q,Concussion,1,14,2.29,2103,362,0,0,2,1.3,0,12.2,0,0.1,0,0
30175,JuJu Smith-Schuster,NYG,WR,NA,Knee,0,8,0,2104,460,0,0,0,0,0,0,0,0,0,0
30423,Austin Ekeler,WAS,RB,NA,,0,7,0,2105,1060,0,0,0,0,0,0,0,0,0,0
31090,Will Dissly,LAC,TE,NA,,0,7,0,2106,774,0,0,0,0,0,0,0,0,0,0
32736,Antonio Gibson,NE,RB,NA,Knee - ACL,0,11,0,2107,1134,0,0,0,0,0,0,0,0,0,0
30230,Josh Reynolds,NYJ,WR,NA,,0,13,0,2108,1023,0,0,0,0,0,0,0,0,0,0
33445,Tutu Atwell,MIA,WR,,,1,6,2.14,2111,322,0,0.1,1.1,0.9,0.3,12.9,0,0.1,0,0
28457,Tyler Lockett,LV,WR,NA,,0,13,0,2112,1072,0,0,0,0,0,0,0,0,0,0
40074,Luke Musgrave,GB,TE,PUP,Neck,1,11,2,2114,351,0,0,1.6,1.1,0,11.1,0,0.1,0,0
29328,Nick Vannett,SEA,TE,,,0,11,0,2115,832,0,0,0,0,0,0,0,0,0,0
41043,Spencer Rattler,NO,QB,,,1,8,0.8,2116,488,0,0.1,0,0,0.7,0,0,0,0,0
31934,Alexander Mattison,MIA,RB,NA,,0,6,0,2117,910,0,0,0,0,0,0,0,0,0,0
40630,Tyrell Shavers,BUF,WR,PUP,Knee - ACL,1,7,0.22,2118,454,0,0,0.2,0.1,0,1.4,0,0,0,0
27548,Brandin Cooks,NO,WR,NA,,0,8,0,2119,850,0,0,0,0,0,0,0,0,0,0
